344,Chordata,,,Conodonts,Prioniodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","blade with large cusp (Stockey, phd)",,,,,,,,,,
345,Chordata,,,Conodonts,Protopanderodus cf. leonardii,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
346,Chordata,,,Conodonts,Scalpellodus aff. gracilis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
347,Chordata,,,Conodonts,Scolopodus aff. krummi,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
348,Chordata,,,Conodonts,Semiacontiodus cf. cornuformis,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
349,Chordata,,,Conodonts,Semiacontiodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation","coniform (Stockey, phd)",,,,,,,,,,
350,Chordata,,,Conodonts,Stolodus cf. stola,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
351,Chordata,,,Conodonts,Tripodus aff. laevis,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
352,Chordata,,,Conodonts,Tripodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016",Lower part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
353,Chordata,,,Conodonts,Tropodus cf. comptus,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
354,Chordata,,,Conodonts,Tropodus cf. sweeti,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
355,Chordata,,,Conodonts,Tropodus sp.,nektonic predator (soft diet),"Lehnert et al., 2016",Upper part of the Fezouata Formation,"coniform (Stockey, phd)",,,,,,,,,,
356,Chordata,,,Conodonts,Various conodonts,,"Van Roy et al., 2015",,Microfossils,,,,,,,,,,
357,Chordata,,,,Dermal plates,,"Van Roy et al., 2015",,Earliest occurrence,,,,,,,,,,
358,PROBLEMATICA,,,,Net-like organism,,"Van Roy et al., 2015",,,,,,,,,,,,
359,Problematica,,,,Possible chanceloriid/Chancelloriidae?,,"Van Roy et al., 2015",,Porifera ? (Yale Peabody Museum),,at least ~70-80mm,,,,,,,,
360,Problematica,,,,Scleritome-bearing organism,,"Van Roy et al., 2015",,Partially articulated scleritomes,,,,,,,,,,
361,Problematica,,,,Stalked flower-like organism,,"Van Roy et al., 2015",,,,,,,,,,,,
362,Problematica,,,,Stalked organism,,"Van Roy et al., 2015",,,,,,,,,,,,
363,ACRITARCH,,,,Acanthodiacrodium cf. achrasi,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
364,Acritarch,,,,Acanthodiacrodium comptulum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
365,Acritarch,,,,Acanthodiacrodium? dilatum,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
366,Acritarch,,,,Acanthodiacrodium divisa,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
367,Acritarch,,,,Acanthodiacrodium formosum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
368,Acritarch,,,,Acanthodiacrodium hirtum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
369,Acritarch,,,,Acanthodiacrodium simplex,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
370,Acritarch,,,,Acanthodiacrodium ubui,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
371,Acritarch,,,,Acanthodiacrodium uniforme,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
372,Acritarch,,,,Acanthodiacrodium sp.,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
373,Acritarch,,,,Actinotodissus sp.,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
374,Acritarch,,,,Arbusculidium destombesii,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
375,Acritarch,,,,Arbusculidium frondiferum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
376,Acritarch,,,,Baltisphaeridium hirsutoides,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
377,Acritarch,,,,Baltisphaeridium cf. multipilosum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
378,Acritarch,,,,Baltisphaeridium? sp.,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
379,Acritarch,,,,Baltisphaerosum cf. annelieae,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
380,Acritarch,,,,Baltisphaerosum granosum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
381,Acritarch,,,,Caldariola glabra glabra,,"Nowak et al., 2015 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
382,Acritarch,,,,Comasphaeridium,,"Nowak et al., 2016",,,,,,,,,,,,
383,Acritarch,,,,Cristallinium cambriense,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
384,Acritarch,,,,Cymatiogalea bellicosa,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
385,Acritarch,,,,Cymatiogalea cristata,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
386,Acritarch,,,,Cymatiogalea cf. cristata,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
387,Acritarch,,,,Cymatiogalea cuvillieri,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
388,Acritarch,,,,Cymatiogalea cf. cuvillieri,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
389,Acritarch,,,,Cymatiogalea deunffii,,"Nowak et al., 2015 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
390,Acritarch,,,,Cymatiogalea messaoudensis,,"Nowak et al., 2015 ; Nowak et al., 2016 ",Lower part of the Fezouata Formation,,,,,,,,,,,
391,Acritarch,,,,Cymatiogalea messaoudensis inconnexa,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
392,Acritarch,,,,Cymatiogalea messaoudensis messaoudensis,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
393,Acritarch,,,,Cymatiogalea velifera,,"Nowak et al., 2015 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
394,Acritarch,,,,Cymatiogalea cf. velifera,,"Nowak et al., 2015",,,,,,,,,,,,
395,Acritarch,,,,Electoriskos zagoraensis,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
396,Acritarch,,,,Eupoikilofusa squama,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
397,Acritarch,,,,Glaucotesta latiramosa,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
398,Acritarch,,,,Goniosphaeridium tener,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
399,Acritarch,,,,Goniosphaeridium tuberatum,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
400,Acritarch,,,,Goniosphaeridium uncinatum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
401,Acritarch,,,,Impliviculus miloni,,"Nowak et al., 2015 ; Lefebvre et al., 2016 ; Nowak et al, 2016",Lower part of the Fezouata Formation,,(Impluviculus milonii ?),,,,,,,,,
402,Acritarch,,,,Impluviculus milonii,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,Veryhachium miloni,,,,,,,,,
403,Acritarch,,,,Leiofusa simplex,,"Lefebvre et al., 2016 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
404,Acritarch,,,,Lophoshaeridium,,"Nowak et al., 2016",,,,,,,,,,,,
405,Acritarch,,,,Micrhysteridium,,"Nowak et al., 2016",,,,,,,,,,,,
406,Acritarch,,,,Multiplicisphaeridium cf. inconstans,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
407,Acritarch,,,,Peteinosphaeridium? sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
408,Acritarch,,,,Pirea ornata,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
409,Acritarch,,,,Polygonium gracile,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
410,Acritarch,,,,Priscotheca complanata,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
411,Acritarch,,,,Priscotheca prismatica,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
412,Acritarch,,,,Priscotheca raia,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
413,Acritarch,,,,Priscotheca sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
414,Acritarch,,,,Rhopaliophora palmata,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
415,Acritarch,,,,Stellechinatum sicaforme contextum,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
416,Acritarch,,,,Stellechinatum uncinatum,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
417,Acritarch,,,,Stelliferidium barbarum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
418,Acritarch,,,,Stelliferidium cylindrata,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
419,Acritarch,,,,Stelliferidium distincta,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
420,Acritarch,,,,Stelliferidium cf. gautieri,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
421,Acritarch,,,,Stelliferidium cf. simplex,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
422,Acritarch,,,,Stelliferidium stelligerum,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
423,Acritarch,,,,Stelliferidium trifidum,,"Nowak et al., 2015 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
424,Acritarch,,,,Stelliferidium cf. trifidum,,"Nowak et al., 2015",,,,,,,,,,,,
425,Acritarch,,,,Stelligeridium sp. 1,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
426,Acritarch,,,,Stelligeridium sp. 2,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
427,Acritarch,,,,Striatotheca sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
428,Acritarch,,,,Tectitheca? sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
429,Acritarch,,,,Timofeevia sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
430,Acritarch,,,,Trochosphaeridium annolavaense,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
431,Acritarch,,,,Vavrodovella areniga,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
432,Acritarch,,,,Veryhachium lairdii group,,"Nowak et al., 2015 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
433,Acritarch,,,,Veryhachium cf. lairdii group,,"Nowak et al., 2015",,,,,,,,,,,,
434,Acritarch,,,,Veryhachium? sp.,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
435,Acritarch,,,,Vogtlandia? sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
436,Acritarch,,,,Vulcanisphaera africana,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
437,Acritarch,,,,Vulcanisphaera britannica,,"Elaouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
438,Acritarch,,,,Vulcanisphaera frequens,,"Nowak et al., 2015 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
439,Acritarch,,,,Vulcanisphaera cf. frequens,,"Nowak et al., 2015",,,,,,,,,,,,
440,CHITINOZOAN,,,,Clavachitina? sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
441,Chitinozoan,,,,Conochitina poumoti,,"Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
442,Chitinozoan,,,,Conochitina sp. ,,"Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
443,Chitinozoan,,,,Cyathochitina aff. campanulaeformis,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
444,Chitinozoan,,,,Cyathochitina sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
445,Chitinozoan,,,,Desmochitina minor group,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
446,Chitinozoan,,,,Desmochitina sp.,,"Nowak et al., 2016 ",Lower part of the Fezoauta Formation,,,,,,,,,,,
447,Chitinozoan,,,,Eremochitina aff. baculata,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
448,Chitinozoan,,,,Eremochitina cf. baculata,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
449,Chitinozoan,,,,Eremochitina baculata brevis,,"Lefebvre et al., 2016",Upper part of the Fezouata Formation,,,,,,,,,,,
450,Chitinozoan,,,,Eremochitina brevis s. str.,,"Nowak et al., 2016","Lower part of the Fezouata Formation, Upper part of the Fezouata Formation",,,,,,,,,,,
451,Chitinozoan,,,,Eremochitina mucronata,,"Nowak et al., 2016",Lower part of the Fezoauta Formation,,,,,,,,,,,
452,Chitinozoan,,,,Euconochitina paschaensis-symmetrica group,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
453,Chitinozoan,,,,Euconochitina spp.,,"Nowak et al., 2016",,,,,,,,,,,,
454,Chitinozoan,,,,Euconochitina? sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
455,Chitinozoan,,,,Lagenochitina destombesi,,"Elouad-Debbaj, 1988 ; Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
456,Chitinozoan,,,,Lagenochitina cf. destombesi,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
457,Chitinozoan,,,,Lagenochitina esthonica,,"Lefebvre et al., 2016 ; Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
458,Chitinozoan,,,,Lagenochitina cf. obeligis,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
459,Chitinozoan,,,,Lagenochitina ventriosa,,"Lefebvre et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
460,Chitinozoan,,,,Lagenochitina sp.,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
461,Chitinozoan,,,,Rabdochitina gracilis,,"Nowak et al., 2016",Lower part of the Fezouata Formation,,,,,,,,,,,
462,Chitinozoan,,,,Rhabdochitina cf. magna,,"Nowak et al., 2016",,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
